"Block Group","Census Tract","County","State","total_population","total_hous_units","total_occ_hous_units","total_vac_hous_units","total_own_occ_units","total_rent_occ_units","total_for_rent_units","total_rented_non_occ","total_for_sale_units","total_sold_non_occ_units","med_rent_over_income","owner_hous_val_25th_per","owner_hous_val_50th_per","owner_hous_val_75th_per","med_owner_cost_mortg","med_owner_cost_no_mortg","med_cost_over_income_mortg","med_cost_over_income_no_mortg","med_hous_cost","med_fam_income","med_non_fam_income","med_rent_0_bed","med_rent_1_bed","med_rent_2_bed","med_rent_3_bed","med_rent_4_bed","med_rent_5_plus_bed","med_rent","tot_white","tot_black","tot_native","tot_asian","tot_pacific","tot_other","tot_two_plus","median_age","median_male_age","median_female_age","tot_households","family_households","family_married_households","family_other_households","non_family_households","non_family_households_alone","non_family_households_not_alone","two_person_family","three_person_family","four_person_family","five_person_family","six_person_family","seven_plus_person_family","one_person_nonfamily","two_person_nonfamily","three_person_nonfamily","four_person_nonfamily","five_person_nonfamily","six_person_nonfamily","seven_plus_person_nonfamily","labor_force","civilian_labor_force","civilian_labor_force_employ","civilian_labor_force_unemploy","military_labor_force","non_labor_force","agg_income_deficit","agg_income_deficit_married","agg_income_deficit_nonmarried","agg_income_deficit_no_wife","agg_income_deficit_no_husband","median_household_income","median_hh_income_own","median_hh_income_rent","no_schooling_completed","nursery_school","kindergarten","first_grade","second_grade","third_grade","fourth_grade","fifth_grade","sixth_grade","seventh_grade","eigth_grade","ninth_grade","tenth_grade","eleventh_grade","twelfth_grade_no_diploma","regular_high_school_diploma","ged_or_alternative_credential","some_college_less_than_1_year","some_college_1_or_more_years_no_degree","associates_degree","bachelors_degree","masters_degree","professional_school_degree","doctorate_degree","commute_car_truck_or_van","commute_drove_alone","commute_carpooled","commute_in_2_person_carpool","commute_in_3_person_carpool","commute_in_4_person_carpool","commute_in_5_or_6_person_carpool","commute_in_7_or_more_person_carpool","commute_public_transportation_excluding_taxicab","commute_bus_or_trolley_bus","commute_streetcar_or_trolley_car","commute_subway_or_elevated","commute_railroad","commute_ferryboat","commute_taxicab","commute_motorcycle","commute_bicycle","commute_walked","commute_other_means","commute_worked_at_home","hh_income_less_than_10000","hh_income_10000_to_14999","hh_income_15000_to_19999","hh_income_20000_to_24999","hh_income_25000_to_29999","hh_income_30000_to_34999","hh_income_35000_to_39999","hh_income_40000_to_44999","hh_income_45000_to_49999","hh_income_50000_to_59999","hh_income_60000_to_74999","hh_income_75000_to_99999","hh_income_100000_to_124999","hh_income_125000_to_149999","hh_income_150000_to_199999","hh_income_200_000_or_more","workers_no_vehicle_available","workers_1_vehicle_available","workers_2_vehicles_available","workers_3_vehicles_available","workers_4_vehicles_available","workers_5_plus_vehicles_available"
"Block Group 1","Census Tract 111","St. Joseph County","Indiana",1109,565,474,91,270,204,0,0,0,0,22.7,55200,66800,76700,696,232,19.2,12.4,NA,35033,17760,NA,NA,NA,NA,NA,NA,563,819,272,0,0,0,0,18,35.3,39.8,30.5,474,299,137,162,175,155,20,141,54,83,21,0,0,155,20,0,0,0,0,0,516,516,441,75,0,353,NA,NA,NA,NA,NA,NA,NA,NA,31,0,0,0,0,0,0,0,37,0,0,12,27,59,30,212,117,26,145,21,39,0,0,0,420,394,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,34,56,91,10,37,48,41,23,80,0,17,0,8,0,0,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 111","St. Joseph County","Indiana",1520,588,528,60,458,70,0,0,0,0,50,72200,82700,96300,824,241,16.8,10,NA,57105,36389,NA,NA,NA,NA,NA,NA,843,1019,220,0,0,0,104,177,38.9,34,48.9,528,340,243,97,188,141,47,137,62,66,52,15,8,141,47,0,0,0,0,0,634,634,582,52,0,527,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,0,0,0,0,27,19,25,68,57,360,92,84,130,62,100,0,9,0,582,521,61,46,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,34,23,16,71,19,54,41,0,76,47,69,37,19,0,0,NA,NA,NA,NA,NA,NA
"Block Group 3","Census Tract 111","St. Joseph County","Indiana",966,336,317,19,277,40,0,0,0,19,NA,9999,76000,118800,714,344,11.3,17.4,NA,34479,NA,NA,NA,NA,NA,NA,NA,NA,636,13,0,0,0,254,63,41.8,41.6,42.3,317,225,129,96,92,53,39,85,72,21,26,21,0,53,39,0,0,0,0,0,571,571,500,71,0,216,NA,NA,NA,NA,NA,NA,NA,NA,40,0,0,0,0,14,0,0,110,0,13,0,0,3,36,177,97,67,77,7,36,0,0,0,388,334,54,39,15,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,17,50,31,5,0,33,32,0,21,11,23,66,8,20,0,0,NA,NA,NA,NA,NA,NA
"Block Group 4","Census Tract 111","St. Joseph County","Indiana",272,139,139,0,93,46,0,0,0,0,NA,9999,9999,68000,NA,388,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,0,0,0,0,0,0,47.8,40.3,62.6,139,46,6,40,93,72,21,16,22,0,8,0,0,72,21,0,0,0,0,0,143,143,104,39,0,112,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,7,26,21,7,109,23,8,0,8,8,8,0,0,96,86,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,16,19,0,8,16,0,6,0,43,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Block Group 5","Census Tract 111","St. Joseph County","Indiana",646,351,290,61,256,34,0,0,0,0,NA,72100,82700,97000,746,304,13.4,10,NA,70325,35489,NA,NA,NA,NA,NA,NA,NA,592,0,0,0,0,0,54,46.3,44.1,52.1,290,185,134,51,105,105,0,57,113,10,1,4,0,105,0,0,0,0,0,0,395,395,370,25,0,145,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,0,0,0,0,0,6,0,0,11,18,42,8,101,46,36,140,22,58,0,0,0,335,335,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,8,8,8,19,25,8,0,10,36,18,12,9,88,7,28,8,0,14,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 120","St. Joseph County","Indiana",1262,559,533,26,461,72,0,0,0,26,13.3,102700,139100,202700,1010,335,18,10.7,NA,73233,26310,NA,NA,NA,NA,NA,NA,NA,1172,56,0,0,0,34,0,53.8,53.9,53.7,533,405,395,10,128,109,19,278,52,35,40,0,0,109,19,0,0,0,0,0,726,726,684,42,0,357,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,0,0,0,0,3,0,0,0,18,81,10,273,47,96,225,57,104,59,19,18,643,572,71,58,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,40,25,18,9,21,39,45,27,23,33,59,57,58,40,21,18,NA,NA,NA,NA,NA,NA
"Block Group 3","Census Tract 120","St. Joseph County","Indiana",1035,406,381,25,381,0,14,0,0,0,NA,124700,167700,259200,1220,366,20.6,10,NA,74954,54500,NA,NA,NA,NA,NA,NA,NA,1035,0,0,0,0,0,0,46.9,44.1,54.1,381,323,314,9,58,58,0,168,53,67,8,27,0,58,0,0,0,0,0,0,461,461,461,0,0,322,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,0,0,0,0,27,0,6,9,296,16,38,83,64,129,38,9,0,414,380,34,26,8,0,0,0,0,0,0,0,0,0,0,0,0,28,0,19,7,36,0,0,6,10,15,16,31,12,77,91,40,6,19,15,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 120","St. Joseph County","Indiana",943,372,363,9,336,27,0,0,0,9,NA,91200,118200,162000,1087,281,21.2,10,NA,75774,30000,NA,NA,NA,NA,NA,NA,NA,900,0,2,11,0,0,30,45.2,50.1,41.8,363,271,250,21,92,92,0,107,86,70,0,0,8,92,0,0,0,0,0,0,521,521,516,5,0,225,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,13,0,0,0,11,0,8,33,0,44,7,234,39,65,98,32,52,40,10,0,472,453,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,10,11,9,0,32,34,26,8,24,26,41,77,21,19,25,0,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 107","St. Joseph County","Indiana",1074,419,395,24,288,107,0,0,0,0,24.7,62900,94800,145700,1020,NA,16.1,10,NA,51400,38281,NA,NA,NA,NA,NA,NA,832,986,88,0,0,0,0,0,31.3,30.9,31.6,395,270,105,165,125,119,6,76,96,89,9,0,0,119,6,0,0,0,0,0,520,520,490,30,0,296,859500,NA,859500,NA,859500,NA,NA,NA,0,0,0,0,0,0,0,0,0,64,0,0,49,42,6,170,123,39,127,63,51,16,0,17,490,473,17,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,36,9,38,24,0,44,7,19,122,30,13,0,11,NA,NA,NA,NA,NA,NA
"Block Group 4","Census Tract 120","St. Joseph County","Indiana",610,248,222,26,215,7,0,0,0,26,NA,112700,134200,177300,934,343,10,10,NA,75347,NA,NA,NA,NA,NA,NA,NA,NA,610,0,0,0,0,0,0,53,52.4,57.9,222,189,126,63,33,33,0,104,62,0,12,11,0,33,0,0,0,0,0,0,252,252,252,0,0,265,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,18,0,0,0,0,0,0,0,8,22,11,123,43,32,18,47,140,30,0,0,219,210,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,18,8,7,11,8,0,40,15,25,39,11,29,0,NA,NA,NA,NA,NA,NA
"Block Group 4","Census Tract 107","St. Joseph County","Indiana",578,325,300,25,169,131,25,0,0,0,50,61200,72000,97500,790,248,23.1,11.2,NA,35417,29046,NA,NA,NA,NA,NA,NA,847,552,15,0,11,0,0,0,41.2,41.3,27.8,300,133,92,41,167,140,27,52,81,0,0,0,0,140,27,0,0,0,0,0,282,282,261,21,0,242,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,0,6,9,14,0,8,6,102,37,42,26,40,21,27,0,27,231,215,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,53,42,0,46,6,42,0,0,43,28,17,7,0,0,0,NA,NA,NA,NA,NA,NA
"Block Group 5","Census Tract 107","St. Joseph County","Indiana",1172,452,430,22,408,22,0,0,22,0,NA,78900,91900,116400,830,362,18.9,10,NA,46250,NA,NA,NA,NA,NA,NA,NA,NA,934,122,0,59,0,0,57,39.6,39.3,40.1,430,307,208,99,123,114,9,127,90,55,13,22,0,114,9,0,0,0,0,0,561,561,500,61,0,332,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,0,0,0,0,0,8,0,0,30,33,9,284,21,48,60,54,138,40,0,19,490,476,14,14,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,44,31,0,20,31,14,38,44,7,46,63,68,9,8,0,7,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 116.02","St. Joseph County","Indiana",2741,1173,1064,109,629,435,93,0,0,0,23.8,103200,159500,202700,1090,386,20.3,10.8,NA,68886,41875,NA,NA,NA,NA,NA,NA,843,2467,31,0,144,0,0,99,35.1,35.4,32.6,1064,688,538,150,376,241,135,311,136,176,44,0,21,241,130,5,0,0,0,0,1600,1600,1571,29,0,469,NA,NA,NA,NA,NA,NA,NA,NA,51,0,0,0,0,0,0,0,5,34,4,20,35,39,66,328,80,160,223,211,382,205,12,0,1424,1363,61,44,17,0,0,0,13,0,0,0,0,13,0,9,0,19,0,99,21,37,26,41,19,125,81,84,37,90,229,137,57,40,22,18,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 112.02","St. Joseph County","Indiana",6736,194,153,41,0,153,5,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,17188,NA,NA,NA,NA,NA,NA,648,5564,203,8,646,0,26,289,20.6,20.8,20.4,153,8,8,0,145,27,118,5,0,0,3,0,0,27,111,0,7,0,0,0,2753,2753,2595,158,0,3973,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,23,53,31,27,0,275,132,59,63,255,195,60,60,0,0,0,0,4,4,0,0,0,0,0,0,158,1707,5,299,57,17,9,21,16,8,6,5,0,11,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 112.02","St. Joseph County","Indiana",1623,232,178,54,102,76,8,0,0,0,29.4,80500,99400,130600,990,498,17.8,14.5,NA,48000,33000,NA,NA,NA,NA,NA,NA,NA,1453,55,0,58,0,17,40,20.7,25.8,20.5,178,88,73,15,90,72,18,88,0,0,0,0,0,72,13,5,0,0,0,0,862,862,825,37,0,761,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,2,13,2,10,49,10,0,15,0,101,93,22,33,246,214,32,32,0,0,0,0,0,0,0,0,0,0,0,0,18,396,18,108,14,0,6,24,18,20,5,10,15,10,17,20,5,0,9,5,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 118.01","St. Joseph County","Indiana",1332,549,500,49,462,38,17,0,16,16,22.4,116800,165600,211400,1289,367,16.1,10,NA,94250,30938,NA,NA,NA,NA,NA,NA,1097,1275,10,4,0,0,6,37,46.7,42.9,47.9,500,413,377,36,87,62,25,222,80,61,50,0,0,62,25,0,0,0,0,0,704,698,676,22,6,401,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,9,5,0,11,232,44,82,117,96,171,130,22,39,646,614,32,31,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,30,0,10,5,16,26,4,16,10,36,49,51,70,86,43,51,27,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 118.02","St. Joseph County","Indiana",1388,536,517,19,466,51,0,0,0,0,NA,85600,105400,157000,977,474,18.5,11.3,NA,51417,NA,NA,NA,NA,NA,NA,NA,NA,1321,67,0,0,0,0,0,33.1,35.4,30.4,517,438,266,172,79,79,0,204,136,81,17,0,0,79,0,0,0,0,0,0,640,640,640,0,0,400,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,237,0,160,205,92,191,70,0,0,640,626,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,0,0,15,29,15,15,165,91,78,44,15,0,0,NA,NA,NA,NA,NA,NA
"Block Group 4","Census Tract 118.02","St. Joseph County","Indiana",1138,574,574,0,549,25,0,0,0,0,NA,78300,94900,253700,692,261,35.7,11.5,NA,65595,21000,NA,NA,NA,NA,NA,NA,NA,942,78,0,66,0,52,0,62.7,64.5,60.9,574,356,331,25,218,206,12,295,11,30,0,20,0,206,12,0,0,0,0,0,558,558,490,68,0,491,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,0,0,0,0,0,0,15,11,49,60,18,178,20,155,237,46,69,89,0,0,490,483,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,83,115,0,28,0,45,19,25,104,57,20,0,17,14,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 118.02","St. Joseph County","Indiana",2453,1081,1081,0,1073,8,0,0,0,0,NA,119500,140500,162800,1133,442,19.9,11.4,NA,71359,46429,NA,NA,NA,NA,NA,NA,NA,2283,157,0,0,0,0,13,51,53.1,50.8,1081,699,553,146,382,382,0,441,138,13,72,35,0,382,0,0,0,0,0,0,1114,1114,1104,10,0,899,NA,NA,NA,NA,NA,NA,NA,NA,16,0,0,0,0,0,0,0,0,0,0,0,13,0,19,323,74,125,279,140,483,227,59,66,1022,966,56,42,0,0,0,14,31,31,0,0,0,0,0,0,0,0,0,51,48,31,46,0,72,31,76,70,43,148,170,132,150,41,23,0,NA,NA,NA,NA,NA,NA
"Block Group 4","Census Tract 113.02","St. Joseph County","Indiana",727,437,299,138,254,45,18,0,0,46,NA,142800,185200,300800,1278,434,12.3,10,NA,126250,51797,NA,NA,NA,NA,NA,NA,NA,654,14,0,19,0,0,40,51.4,50.3,51.7,299,258,191,67,41,41,0,164,30,64,0,0,0,41,0,0,0,0,0,0,222,222,222,0,0,356,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,44,27,62,111,96,46,42,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,45,0,9,0,19,51,0,13,22,25,48,56,NA,NA,NA,NA,NA,NA
"Block Group 4","Census Tract 110","St. Joseph County","Indiana",2218,961,924,37,462,462,0,0,0,0,22.1,107200,131500,161100,1148,329,20.9,10,NA,62188,34457,NA,NA,NA,NA,NA,NA,805,1705,398,20,0,0,0,95,30.1,29.6,32.1,924,559,442,117,365,323,42,223,156,119,61,0,0,323,42,0,0,0,0,0,1231,1231,1211,20,0,367,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,14,0,37,0,27,329,5,43,131,106,450,103,96,15,1167,1088,79,57,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,47,23,27,27,32,120,101,16,36,91,132,106,72,29,49,16,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 107","St. Joseph County","Indiana",386,203,192,11,149,43,0,0,0,0,33.8,70300,112500,NA,898,350,22.9,10,NA,65000,40463,NA,NA,NA,NA,NA,NA,908,330,7,33,0,0,0,16,40.4,45.3,37.5,192,100,73,27,92,92,0,53,27,7,13,0,0,92,0,0,0,0,0,0,206,206,199,7,0,96,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,83,0,34,52,0,68,35,0,0,192,186,6,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,9,15,7,0,20,27,10,20,32,21,0,9,8,0,NA,NA,NA,NA,NA,NA
"Block Group 3","Census Tract 107","St. Joseph County","Indiana",452,200,181,19,67,114,19,0,0,0,30.5,63400,75000,85800,822,348,17.9,15.2,NA,54844,NA,NA,NA,NA,NA,NA,NA,873,452,0,0,0,0,0,0,35.2,36.2,34.3,181,113,83,30,68,57,11,57,26,8,14,0,8,57,11,0,0,0,0,0,231,231,205,26,0,130,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,0,0,0,0,0,12,11,14,15,111,16,6,33,8,42,27,12,0,205,194,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,23,9,7,7,0,6,8,73,16,0,0,0,0,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 117.02","St. Joseph County","Indiana",1219,625,559,66,269,290,66,0,0,0,39.7,73100,118300,567300,870,956,31.2,10.9,NA,NA,20040,NA,NA,NA,NA,NA,NA,601,1022,189,0,0,0,0,8,60.6,66.3,59.8,559,270,163,107,289,276,13,200,22,39,9,0,0,276,0,13,0,0,0,0,355,355,326,29,0,725,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8,0,0,70,8,9,52,0,284,0,13,47,102,219,138,16,30,287,246,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,17,62,12,70,80,27,31,63,32,43,27,0,0,33,16,0,63,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 117.02","St. Joseph County","Indiana",1772,722,722,0,722,0,0,0,0,0,NA,135800,172900,249500,1132,NA,14.1,13.9,NA,86833,101029,NA,NA,NA,NA,NA,NA,NA,1721,0,0,38,0,0,13,50.2,38,52.4,722,530,487,43,192,115,77,320,77,109,24,0,0,115,77,0,0,0,0,0,1131,1131,1100,31,0,426,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,18,0,0,75,0,476,16,143,117,82,305,14,83,15,910,896,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,113,0,0,0,14,0,0,27,78,0,82,44,143,162,107,51,14,NA,NA,NA,NA,NA,NA
"Block Group 3","Census Tract 117.02","St. Joseph County","Indiana",1550,1201,906,295,49,857,295,0,0,0,23.4,117000,155200,165100,NA,318,NA,10,NA,27500,32606,NA,NA,NA,NA,NA,NA,603,1072,268,0,13,0,10,187,24.8,30.1,22.9,906,290,94,196,616,529,87,179,50,61,0,0,0,529,73,14,0,0,0,0,1027,1027,1016,11,0,178,NA,NA,NA,NA,NA,NA,NA,NA,16,0,0,0,0,0,0,0,0,16,0,13,0,0,0,165,15,69,154,99,169,39,0,0,942,796,146,146,0,0,0,0,43,28,0,0,15,0,0,0,0,0,0,15,105,43,111,76,118,85,85,43,76,55,0,18,34,0,14,43,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 124","St. Joseph County","Indiana",793,328,310,18,277,33,0,0,0,0,12.9,87400,154000,260200,1165,403,23.9,10.1,NA,77740,36172,NA,NA,NA,NA,NA,NA,836,793,0,0,0,0,0,0,46.4,50.2,46.1,310,213,198,15,97,84,13,127,20,23,28,0,15,84,13,0,0,0,0,0,436,431,405,26,5,168,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,57,0,0,0,0,227,42,36,60,43,45,37,5,0,328,298,30,20,10,0,0,0,7,7,0,0,0,0,30,0,12,0,5,28,5,0,5,28,11,13,39,5,26,16,40,42,52,4,0,24,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 124","St. Joseph County","Indiana",1252,450,421,29,376,45,0,0,0,0,18.3,125000,168500,266300,1169,436,17.6,10,NA,83333,48015,NA,NA,NA,NA,NA,NA,790,1233,0,0,0,0,19,0,37.2,37.9,35.5,421,332,310,22,89,57,32,146,51,58,77,0,0,57,27,5,0,0,0,0,582,582,556,26,0,391,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,0,0,0,5,0,0,6,9,300,49,52,116,76,111,61,11,6,512,501,11,5,6,0,0,0,0,0,0,0,0,0,0,7,0,6,0,13,8,10,7,11,13,13,5,14,40,18,74,87,49,23,28,21,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 7","St. Joseph County","Indiana",1089,540,398,142,176,222,55,14,0,0,30.3,96700,145700,183300,1162,406,15.5,10,NA,55536,24957,NA,NA,NA,NA,NA,NA,647,774,148,0,17,0,88,62,34.5,25.5,40.2,398,207,125,82,191,124,67,80,79,30,5,13,0,124,50,6,0,0,0,11,621,621,579,42,0,340,221400,NA,221400,NA,221400,NA,NA,NA,0,0,0,0,0,0,0,0,7,0,25,13,6,23,0,82,6,55,129,19,94,74,43,56,420,388,32,8,24,0,0,0,33,33,0,0,0,0,0,0,8,49,0,30,70,5,32,40,28,21,6,18,4,51,4,33,12,25,30,19,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 7","St. Joseph County","Indiana",600,290,229,61,171,58,0,0,13,0,50,52900,73600,103900,1006,537,14.3,18.3,NA,59063,NA,NA,NA,NA,NA,NA,NA,658,431,121,0,0,0,34,14,34.8,34.6,45.1,229,147,88,59,82,51,31,81,23,43,0,0,0,51,11,8,0,12,0,0,353,353,328,25,0,154,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,0,0,0,0,11,0,15,0,8,0,16,63,37,43,66,33,94,35,4,24,269,252,17,9,0,0,0,8,8,8,0,0,0,0,0,0,9,33,9,0,14,14,5,4,14,5,16,25,9,35,22,27,8,14,11,6,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 8","St. Joseph County","Indiana",1193,544,481,63,382,99,20,0,0,0,32,116000,170400,232200,1221,401,13.5,10,NA,98750,42955,NA,NA,NA,NA,NA,NA,632,1084,47,0,51,0,9,2,35.1,34.2,36.8,481,313,275,38,168,126,42,163,47,71,4,20,8,126,33,9,0,0,0,0,712,712,660,52,0,236,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8,0,0,7,13,62,0,24,108,19,202,182,31,130,505,422,83,40,20,23,0,0,6,6,0,0,0,0,0,0,54,75,0,16,32,17,9,35,19,0,12,18,13,29,38,95,18,61,30,55,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 8","St. Joseph County","Indiana",589,293,288,5,241,47,0,0,0,0,21.9,77900,98500,132400,870,319,13.8,11.9,NA,84432,51813,NA,NA,NA,NA,NA,NA,1128,538,35,0,0,0,0,16,41,40.3,42.6,288,133,111,22,155,121,34,67,40,17,5,4,0,121,34,0,0,0,0,0,363,363,352,11,0,135,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,36,74,22,116,124,32,41,292,224,68,62,0,6,0,0,20,20,0,0,0,0,0,0,13,5,0,16,0,0,11,13,25,16,17,5,11,31,30,65,27,5,6,26,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 16","St. Joseph County","Indiana",1082,515,489,26,437,52,0,0,0,0,23.8,102800,134800,166500,1092,420,19.1,10,NA,91042,41250,NA,NA,NA,NA,NA,NA,1163,1050,20,8,0,0,0,4,40.8,40.2,41.9,489,302,238,64,187,154,33,202,30,37,27,6,0,154,33,0,0,0,0,0,677,677,670,7,0,191,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,83,79,38,280,126,46,53,560,505,55,30,25,0,0,0,11,5,0,6,0,0,0,0,15,22,0,51,9,13,8,16,12,21,47,30,15,51,43,83,31,17,58,35,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 16","St. Joseph County","Indiana",1089,422,354,68,298,56,12,25,0,0,41.3,113100,171000,320500,1319,453,13.2,10,NA,108750,34038,NA,NA,NA,NA,NA,NA,950,1030,48,0,7,0,0,4,43.6,41.9,45.4,354,266,224,42,88,80,8,121,65,50,11,13,6,80,8,0,0,0,0,0,511,506,506,0,5,340,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,26,27,9,9,0,128,12,14,75,39,216,109,74,36,460,442,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,10,0,0,7,29,5,29,9,14,6,24,20,52,30,38,29,62,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 25","St. Joseph County","Indiana",936,353,313,40,199,114,19,0,0,14,23.9,36400,44500,54600,672,236,26.5,10,NA,43450,24250,NA,NA,NA,NA,NA,NA,835,552,58,0,0,0,117,209,31.2,31.8,29.5,313,227,141,86,86,60,26,87,33,40,60,7,0,60,26,0,0,0,0,0,456,456,435,21,0,193,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,6,17,0,22,24,13,63,15,24,7,9,111,46,36,97,53,21,0,0,0,404,310,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,28,5,15,20,26,6,45,49,4,58,41,0,16,0,0,0,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 25","St. Joseph County","Indiana",1558,463,458,5,379,79,0,0,5,0,50,55100,78700,93100,917,301,24.7,10,NA,42986,30536,NA,NA,NA,NA,NA,NA,851,629,683,0,0,0,186,60,37.2,36.8,38.4,458,365,215,150,93,82,11,184,17,82,41,29,12,82,11,0,0,0,0,0,669,669,561,108,0,536,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,12,0,23,0,11,0,18,38,22,48,94,29,281,79,63,137,66,78,17,6,0,544,524,20,15,0,5,0,0,12,12,0,0,0,0,0,0,0,0,0,0,8,19,36,48,53,25,35,40,12,63,42,52,18,7,0,0,NA,NA,NA,NA,NA,NA
