Outcome_Status,Direction,Street_Name,Suffix,Code_Enforcement_Order_Status,Property_Status,Program_Designation,Date_of_Outcome,Council_District,Zip_Code,ShapeSTArea,ShapeSTLength,OBJECTID,County_Tax_ID,State_Parcel_ID,Address_Number,Structures
Repaired,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-07-13T00:00:00.000Z,2,46628,4564.412018,320.7239439,124,018-2121-4455,71-03-34-404-022.000-026,1837,"House, Shed, Fence"
Repaired,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-05-10T00:00:00.000Z,1,46628,26094.8989,784.6502626,125,018-2113-4126,71-03-34-206-013.000-026,2122,House
Demolished,,Riverside,DR,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-11T00:00:00.000Z,1,46616,5782.96225,351.7408048,126,018-2139-5210,71-03-35-182-001.000-026,2009,
Repaired,,Berkley,PL,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-09-10T00:00:00.000Z,1,46616,7137.00354,356.165839,127,018-2171-6360,71-03-35-154-025.000-026,1950,"House, Garage, Fence"
Demolished,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-27T00:00:00.000Z,1,46628,5674.559906,376.1370816,128,018-2117-428602,71-03-34-402-015.000-026,1859,House
,,Johnson,ST,Demo Affirmed,Demo Process: Utility Retirements,,,,46628,6893.075928,368.3052801,129,018-2113-415502,71-03-34-253-037.000-026,1901,"House, Garage, Shed"
Repaired,N,Olive,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-15T00:00:00.000Z,1,46628,8996.675629,390.0959661,130,018-2096-3649,71-03-34-179-027.000-026,1907,
Repaired & Occupied,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-12-30T00:00:00.000Z,1,46628,18723.01288,726.0471113,131,018-2113-412501,71-03-34-206-019.000-026,2139,
Demolished,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-27T00:00:00.000Z,1,46628,40052.1796,873.5100498,132,018-2113-4139,71-03-34-253-011.000-026,2010,House
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-09-22T00:00:00.000Z,1,46628,5126.29248,325.6448882,133,018-2116-4269,71-03-34-276-007.000-026,2028,House
Repaired & Occupied,,Bergan,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-01-20T00:00:00.000Z,1,46628,10867.87427,426.3981764,134,018-2096-3602,71-03-34-178-012.000-026,2506,
Repaired,,Bergan,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-11-24T00:00:00.000Z,1,46628,6295.561493,333.8728065,135,018-2217-8191,71-03-34-252-005.000-026,2204,"House, Garage"
Repaired,,Beverly,PL,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-06-29T00:00:00.000Z,1,46616,4710.52063,318.7656111,136,018-2170-6257,71-03-35-153-006.000-026,2046,
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-09-22T00:00:00.000Z,1,46628,6246.458221,359.8033742,137,018-2198-7380,71-03-34-228-010.000-026,2118,House
,,Johnson,ST,Repair Order,Repairs Pending,,,1,46628,5370.022003,331.8859784,138,018-2198-7382,71-03-34-228-008.000-026,2126,"House, Fence"
Repaired,,Hollywood,PL,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-28T00:00:00.000Z,1,46616,14342.59424,532.7536201,139,018-2199-7407,71-03-26-354-035.000-026,2303,
Repaired,,Portage,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-06-30T00:00:00.000Z,1,46616,21285.8649,787.198495,140,018-2115-4204,71-03-34-230-008.000-026,2214,
Repaired,,Edgewood,DR,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-11-10T00:00:00.000Z,1,46616,6123.987091,321.4831463,141,018-2200-7530,71-03-26-356-030.000-026,1205,
Repaired,,Eastbrook,DR,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-18T00:00:00.000Z,1,46616,6899.354706,345.6876114,142,018-2200-7497,71-03-26-356-027.000-026,1216,
,,Huey,ST,Demo Affirmed w/CP,Demo Process: Utility Retirements,,,2,46628,5085.320679,337.6269974,143,018-2090-3372,71-08-03-252-018.000-026,1133,"House, Garage"
Repaired,,Fremont,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-02-05T00:00:00.000Z,2,46628,5134.806641,340.1438393,144,018-2047-1637,71-08-03-178-014.000-026,1141,House
,N,St. Louis,BLVD,Repair Expired - CP - Repair Hearing No Show,,,,4,46617,6786.392914,412.2862313,145,018-5109-3867,71-08-01-253-019.000-026,1105,"House, Garage"
Demolished,,College,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2016,2016-11-09T00:00:00.000Z,,46628,5132.677155,336.0986939,146,018-2084-3113,71-08-03-228-023.000-026,1226,"House, Garage, Fence"
,,Huey,ST,Repair Order,Repairs Pending,,,2,46628,5215.580536,339.6590737,147,018-2090-3388,71-08-03-252-022.000-026,1117,"House, Garage"
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-11T00:00:00.000Z,1,46628,5071.751892,331.4568618,148,018-2080-2923,71-08-03-276-009.000-026,1118,
Demolished,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-25T00:00:00.000Z,2,46628,5226.267548,340.1939881,149,018-2092-3474,71-08-03-253-009.000-026,1118,
Repaired,,College,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-11-21T00:00:00.000Z,1,46628,5284.155914,347.7541339,150,018-2080-2914,71-08-03-277-019.000-026,1129,
Demolished,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-09-22T00:00:00.000Z,1,46628,5414.886719,352.5524321,151,018-2083-3071,71-08-03-227-028.000-026,1206,"House, Garage, Fence"
Repaired,,Fremont,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-09-24T00:00:00.000Z,2,46628,4865.219604,319.8066263,152,018-2050-1764,71-08-03-133-001.000-026,1252,House
Demolished,,Diamond,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-14T00:00:00.000Z,1,46628,5794.059174,349.6967811,153,018-1088-3711,71-08-02-133-006.000-026,1230,"House, Garage"
Demolished,N,Lawrence,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-07-29T00:00:00.000Z,4,46617,10889.99063,463.1275844,154,018-5110-3922,71-08-01-252-001.000-026,1136,
Repaired,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-08-02T00:00:00.000Z,2,46628,4999.300201,329.9600882,155,018-2089-3338,71-08-03-204-039.000-026,1229,
,N,Brookfield,ST,Demo Affirmed,Bid Awarded - Demolition,Bid Opening - Demo - Dec 12 2017,,,46628,5503.227905,353.9557111,156,018-2083-3059,71-08-03-227-022.000-026,1230,House
Repaired,,St. Johns,WAY,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-02-12T00:00:00.000Z,2,46628,7400.141907,351.8071422,157,018-2216-8169,71-08-04-129-017.000-026,4011,
Demolished,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2016-01-22T00:00:00.000Z,2,46628,5311.945801,343.3168608,158,018-2087-3242,71-08-03-202-033.000-026,1329,"House, Garage, Fence"
Repaired,,O'Brien,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-09-24T00:00:00.000Z,2,46628,5362.567993,343.0510303,159,018-2088-3280,71-08-03-203-033.000-026,1329,"House, Garage"
Repaired,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-18T00:00:00.000Z,1,46628,4833.704315,324.2705999,160,018-2082-3002,71-08-03-226-041.000-026,1301,
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-19T00:00:00.000Z,1,46628,5007.627441,330.9120544,161,018-2082-3009,71-08-03-226-023.000-026,1226,
Deconstructed,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Deconstruction,2014-11-20T00:00:00.000Z,2,46628,5079.573914,331.8461628,162,018-2092-3465,71-08-03-254-019.000-026,1127,House
Demolished,N,Elmer,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-15T00:00:00.000Z,2,46628,5174.642029,341.0040329,163,018-2086-3216,71-08-03-201-037.000-026,1305,
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2016,2016-11-14T00:00:00.000Z,,46628,4937.011719,328.9745531,164,018-2089-3330,71-08-03-204-036.000-026,1305,"House, Fence"
Repaired,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-05-09T00:00:00.000Z,1,46628,5062.138336,327.9404737,165,018-2082-3000,71-08-03-226-040.000-026,1305,House
Demolished,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-12-17T00:00:00.000Z,1,46628,5612.283386,355.7699593,166,018-2083-3051,71-08-03-227-018.000-026,1306,"House, Garage, Shed"
Demolished,N,Olive,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-09-22T00:00:00.000Z,1,46628,4677.224182,314.829184,167,018-2050-1757,71-08-03-129-019.000-026,1333,"House, Fence"
Deconstructed,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Deconstruction,2014-11-14T00:00:00.000Z,1,46628,4995.506927,330.3030558,168,018-2080-2895,71-08-03-276-002.000-026,1146,House
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-19T00:00:00.000Z,2,46628,5001.971008,330.6302647,169,018-2092-3469,71-08-03-254-020.000-026,1123,
,,Huey,ST,,,,,,46628,4720.810242,332.3170722,170,018-2092-3442,71-08-03-253-001.000-026,1150,House
Repaired,N,Elmer,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-06-17T00:00:00.000Z,2,46628,5300.240356,342.7382202,171,018-2086-3228,71-08-03-201-043.000-026,1221,
Demolished,,O'Brien,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-19T00:00:00.000Z,2,46628,5343.795685,341.5958502,172,018-2088-3304,71-08-03-203-045.000-026,1221,
Repaired,,Elliott,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-22T00:00:00.000Z,2,46628,5852.715546,359.8599402,173,018-2041-1419,71-08-03-103-015.000-026,1321,
Demolished,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-06-13T00:00:00.000Z,1,46628,5286.927765,331.8990266,174,018-2078-2838,71-08-03-280-014.000-026,1049,
Demolished,,O'Brien,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-09-18T00:00:00.000Z,2,46628,5058.412811,337.4125186,175,018-2093-3495,71-08-03-257-012.000-026,1053,"House, Fence"
Repaired,,O'Brien,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-11-06T00:00:00.000Z,2,46628,4981.490448,331.2236383,176,018-2094-3523,71-08-03-258-001.000-026,1054,"House, Garage, Fence"
Demolished,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-24T00:00:00.000Z,1,46616,4180.752899,329.1753489,177,018-1084-3519,71-08-02-178-012.000-026,1114,
Demolished,,O'Brien,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-18T00:00:00.000Z,2,46628,5017.575165,331.4263933,178,018-2092-3456,71-08-03-254-004.000-026,1138,
Repaired,,Cleveland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-03-11T00:00:00.000Z,1,46628,3216.909973,238.0241047,179,018-1086-3613,71-08-02-155-018.000-026,1047,
Demolished,,Vassar,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-02T00:00:00.000Z,1,46616,3091.092438,223.971821,180,018-1084-3525,71-08-02-183-001.000-026,1034,House
Repaired,N,Olive,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-06-30T00:00:00.000Z,2,46628,5062.612183,338.7915802,181,018-2090-3401,71-08-03-251-013.000-026,1102,
Demolished,N,Elmer,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2016-04-28T00:00:00.000Z,2,46628,5072.038391,338.1000924,182,018-2090-3402,71-08-03-251-026.000-026,1101,"House, Garage"
Demolished,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-31T00:00:00.000Z,2,46628,5312.782349,341.1592531,183,018-2090-3396,71-08-03-252-024.000-026,1111,"House, Garage, Fence"
Repaired,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-11-29T00:00:00.000Z,2,46628,5259.313171,340.7214655,184,018-2092-3482,71-08-03-253-011.000-026,1110,"House, Garage"
Demolished,,O'Brien,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-04-11T00:00:00.000Z,2,46628,5159.44104,339.0966139,185,018-2092-3483,71-08-03-253-024.000-026,1109,"House, Fence"
,,Johnson,ST,Repair Order,Repairs Pending,,,2,46628,5019.410858,330.972176,186,018-2092-3485,71-08-03-254-024.000-026,1107,House
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-12-17T00:00:00.000Z,1,46628,5384.27356,336.427598,187,018-2078-2832,71-08-03-276-011.000-026,1110,House
Demolished,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-16T00:00:00.000Z,1,46616,3868.534821,308.1169651,188,018-1084-3518,71-08-02-178-011.000-026,1116,
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-08-31T00:00:00.000Z,1,46628,4955.078918,329.8974961,189,018-2092-3473,71-08-03-254-021.000-026,1119,"House, Garage"
Demolished,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2016-04-28T00:00:00.000Z,1,46628,4915.807648,325.7870633,190,018-2080-2896,71-08-03-276-015.000-026,1145,House
Demolished,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-08-31T00:00:00.000Z,1,46628,5483.755981,353.582647,191,018-2083-3069,71-08-03-227-027.000-026,1210,"House, Garage, Fence"
Repaired,,College,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-04-03T00:00:00.000Z,1,46628,5451.417145,351.3776796,192,018-2083-3070,71-08-03-227-050.000-026,1209,House
Repaired,,Sussex,DR,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-21T00:00:00.000Z,2,46628,9575.631378,408.3461614,193,018-2202-7710,71-08-04-130-006.000-026,1134,
Repaired,,College,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-01-31T00:00:00.000Z,1,46628,5465.539978,350.3179691,194,018-2080-2918,71-08-03-277-020.000-026,1125,
,,Woodward,AVE,Repair Order,Repairs Pending,,,,46616,5266.09848,325.3408991,195,018-1063-2690,71-08-02-252-003.000-026,1088,"House, Garage"
Repaired,N,Hill,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-04-06T00:00:00.000Z,,46617,5216.201752,394.1940671,196,018-5110-3934,71-08-01-252-013.000-026,1109,"House
 "
Repaired,N,Olive,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-06-06T00:00:00.000Z,2,46628,4605.772522,314.1916378,197,018-2051-1798,71-08-03-179-018.000-026,1141,
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-09-18T00:00:00.000Z,1,46628,4805.298828,327.1901321,198,018-2080-2927,71-08-03-276-010.000-026,1114,House
Demolished,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-25T00:00:00.000Z,2,46628,5113.020142,338.4592773,199,018-2092-3478,71-08-03-253-010.000-026,1114,
Repaired & Occupied,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-01-20T00:00:00.000Z,2,46628,6841.077057,361.3366648,200,018-2196-7358,71-08-03-203-007.000-026,1348,
Repaired,,Diamond,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-08-19T00:00:00.000Z,1,46628,5423.688049,352.9977415,201,018-1089-3781,71-08-02-158-020.000-026,821,
Repaired,,Fremont,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-06-02T00:00:00.000Z,2,46628,5154.552399,339.9881433,202,018-2047-1649,71-08-03-178-018.000-026,1125,
Repaired,,Eclipse,PL,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-09-26T00:00:00.000Z,2,46628,6502.667084,364.2742935,203,018-2045-1558,71-08-03-130-001.000-026,1248,
Demolished,,Diamond,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-26T00:00:00.000Z,1,46628,4880.686066,323.3659919,204,018-1091-3874,71-08-02-102-036.000-026,1101,
Demolished,,Fremont,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-27T00:00:00.000Z,2,46628,4487.973724,313.8137284,205,018-2051-1811,71-08-03-179-012.000-026,1110,House
Demolished,N,Elmer,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-31T00:00:00.000Z,2,46628,5334.384064,342.2096608,206,018-2090-3398,71-08-03-251-025.000-026,1105,
Repaired,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-02-07T00:00:00.000Z,1,46628,5633.875916,340.3962202,207,018-2078-2834,71-08-03-276-012.000-026,1106,
Demolished,,O'Brien,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-12-05T00:00:00.000Z,2,46628,5239.312897,340.2833514,208,018-2092-3487,71-08-03-253-025.000-026,1105,"House, Fence"
Repaired,,College,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-03-22T00:00:00.000Z,1,46628,3785.83313,259.8472809,209,018-2077-2796,71-08-03-277-025.000-026,1105,"House, Garage"
Repaired,N,Meade,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-10-27T00:00:00.000Z,2,46628,8051.523407,414.3294568,210,018-2047-1661,71-08-03-178-023.000-026,1110,
Repaired,,Vassar,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-09-03T00:00:00.000Z,1,46628,3468.892273,251.3621274,211,018-1092-3901,71-08-02-151-025.000-026,1239,"House, Garage"
Repaired,,Vassar,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-18T00:00:00.000Z,1,46628,3719.001556,259.0339044,212,018-1092-3888,71-08-02-151-014.000-026,1243,
,N,Elmer,ST,Demo Affirmed,Demo Process: Utility Retirements,,,2,46628,5130.917603,339.3644813,213,018-2090-3382,71-08-03-251-021.000-026,1121,House
Repaired,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-11-06T00:00:00.000Z,2,46628,4972.657104,335.910383,214,018-2090-3384,71-08-03-252-021.000-026,1121,
Demolished,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-19T00:00:00.000Z,1,46628,4824.44339,324.3313962,215,018-2080-2920,71-08-03-276-021.000-026,1121,
Repaired,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-09-09T00:00:00.000Z,1,46616,4124.643341,332.0653777,216,018-1084-3520,71-08-02-178-013.000-026,1112,"House, Fence"
Repaired,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-11-18T00:00:00.000Z,2,46628,5050.423798,331.4556289,217,018-2092-3481,71-08-03-254-023.000-026,1111,"House, Garage"
Deconstructed,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Deconstruction,2014-10-03T00:00:00.000Z,1,46616,6747.44223,369.8911007,218,018-1084-3495,71-08-02-177-023.000-026,1111,
Repaired,,Cleveland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-12-02T00:00:00.000Z,1,46628,5278.777374,357.9215556,219,018-1092-3897,71-08-02-151-023.000-026,1115,"House, Garage, Fence"
Repaired,N,Elmer,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-05-07T00:00:00.000Z,2,46628,5434.90097,344.9238969,220,018-2090-3379,71-08-03-252-007.000-026,1126,
Repaired,N,Adams,ST,Repair Expired - CP - Repair Hearing No Show,,,2016-01-28T00:00:00.000Z,2,46628,4883.219086,330.6752318,221,018-2081-2956,71-08-03-278-021.000-026,1125,"House, Garage"
,,Diamond,AVE,Demo Affirmed,Demo Process: Utility Retirements,,,,46628,5882.443756,361.0229417,222,018-1092-3882,71-08-02-151-008.000-026,1124,"House, Garage"
Demolished,,Columbia,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-29T00:00:00.000Z,3,46613,3255.341553,253.6409059,223,018-7045-1750,71-08-13-334-027.000-026,1820,
